ts,open,high,low,close,volume
1514851200,237.0860166004292,237.9446401393272,236.6965362108168,237.9092254638672,86655700.0
1514937600,238.07729869327412,239.56441721024453,238.07729869327412,239.41392517089844,90070400.0
1515024000,240.06008997738857,240.90985260537715,239.475869728938,240.4229888916016,80636400.0
1515110400,241.21973849812952,242.14916410368429,240.72404124003705,242.02525329589844,83524000.0
1515369600,241.927862146671,242.62715994059667,241.6357654554469,242.46783447265625,57319200.0
1515456000,242.8927400198624,243.64514641967597,242.60947669065388,243.0166778564453,57254000.0
1515542400,242.2553714239632,242.91042114233343,241.58265489393824,242.6448516845703,69574300.0
1515628800,243.20251805667613,244.4152069091797,243.0343321706455,244.4152069091797,62361500.0
1515715200,244.68077865980703,246.17670379600776,244.3797945352148,246.008544921875,90816100.0
1516060800,247.27442155857904,247.92944448024053,244.46839607245295,245.16769409179688,106555100.0
1516147200,246.10584155381133,247.89388995981733,245.1675557848365,247.50440979003903,113258800.0
1516233600,247.3893970249723,247.8142649013144,246.59271572988837,247.08843994140625,100728000.0
1516320000,247.6726588922479,248.21263122558597,247.08846550184475,248.21263122558597,140920100.0
1516579200,248.00021246108776,250.23085021972656,247.9470769543213,250.23085021972656,91322400.0
1516665600,250.2751447035761,251.05410543425725,249.9476332630581,250.7620086669922,97084700.0
1516752000,251.40811192237,252.01005317199684,249.47843139345343,250.66456604003903,134816100.0
1516838400,251.53214102121805,251.62949761821608,249.97421936137636,250.7708740234375,84587300.0
1516924800,251.61172720097315,253.71845416424915,251.35501813891216,253.67417907714844,107743100.0
1517184000,253.09879670679024,253.5413854578657,251.83299936194803,251.9923248291016,90118300.0
1517270400,250.1512609817725,252.04552749717865,248.92971125020563,249.40771484375,131796400.0
1517356800,250.2662830007305,250.7708137235107,248.45165263703416,249.5315704345703,108364800.0
1517443200,248.79679266335748,250.55828686352945,248.45156054646696,249.2482147216797,90102500.0
1517529600,247.9205390723849,248.05333732785328,243.7867746620313,243.8221893310547,173174800.0
1517788800,242.05178454355112,244.1762050211697,233.07607223276216,233.6248779296875,294681800.0
1517875200,230.09310440499863,238.7324478107985,228.99549264928768,238.22789001464844,355026800.0
1517961600,237.67014070555837,241.0869126296822,236.85576558145917,236.9354553222656,167376100.0
1518048000,237.236409512231,237.37804114136617,228.0128488891531,228.0482635498047,246449500.0
1518134400,230.85428765675772,233.34163434030648,223.879097946087,231.4739227294922,283565300.0
1518393600,233.53640473629343,236.35129016006147,231.61558438618408,234.8730316162109,143736000.0
1518480000,233.66035054294792,236.00606596487384,233.07613003934924,235.45726013183597,81223600.0
1518566400,233.9612883949318,238.9979510806352,233.9524279746534,238.6350250244141,120735700.0
1518652800,240.38762601432632,241.6888378350452,237.90911315828245,241.6799774169922,111200300.0
1518739200,241.05155317062776,243.70708577955176,241.0072780857276,241.75082397460935,160420100.0
1519084800,240.794864092258,242.2465683386717,239.4405434299217,240.23719787597656,86369700.0
1519171200,240.6797590858948,243.17596614234597,238.94481873353047,239.04217529296875,98883700.0
1519257600,239.9715789044064,241.69765848506884,238.67922756993883,239.35194396972656,110511300.0
1519344000,240.5823656808021,243.1670684814453,240.10436233579068,243.1670684814453,92766400.0
1519603200,244.24696805572884,246.08815198347745,243.6539143870503,245.9907684326172,86491400.0
1519689600,246.17671261007223,246.8937312696568,242.8572968360547,242.9192657470703,99099200.0
1519776000,244.02572986667963,244.4771790418185,240.139814638526,240.45846557617188,121907800.0
1519862400,240.2460372129124,241.8039583136167,235.4572235229527,236.9620361328125,176855100.0
1519948800,235.28018194939543,238.7500898308051,234.4127252391493,238.18356323242188,139083200.0
1520208000,236.98862339949412,241.5561433428676,236.88237938952693,240.9365081787109,97307400.0
1520294400,241.9190311989994,241.9987209561515,240.04245897871405,241.5472717285156,79213200.0
1520380800,239.3697946101281,241.81286698986435,239.17505441192247,241.45880126953125,87063500.0
1520467200,242.1402876695448,242.75106228884852,241.14005981333247,242.6271514892578,66901200.0
1520553600,244.04347419217532,246.84947204589844,243.72479621038616,246.84947204589844,113625300.0
1520812800,247.141491823993,247.76996008946065,246.15007064149015,246.53955078125,71924800.0
1520899200,247.7079764808257,248.2125339519136,244.33545361780867,244.94622802734372,91968900.0
1520985600,245.9111658020039,246.0970455182867,243.1317224234172,243.6893615722656,105895100.0
1521072000,244.202788697156,244.84895102500917,242.9192704343796,243.423828125,83433000.0
1521158400,243.9543500679912,244.74532618861252,243.63442295515176,243.687744140625,100343700.0
1521417600,242.93232466783832,243.86547253585832,238.72865706602397,240.39056396484372,109208400.0
1521504000,240.79049679550815,241.4392740394744,240.1150589591412,240.7993927001953,59757300.0
1521590400,240.7549351835821,242.8612033034769,240.12394976239543,240.3372344970703,78709600.0
1521676800,238.0977199230857,238.95088618591788,234.0540150574928,234.3295440673828,148785900.0
1521763200,234.77390603581736,235.10272912118265,229.13937980811755,229.33489990234372,183534800.0
1522022400,232.96083148145155,235.8936048603416,230.54350521508675,235.6092071533203,141956100.0
1522108800,236.5513114934153,237.0845233676225,230.0369595063443,231.6011199951172,129941400.0
1522195200,231.73447653183675,233.4141756888575,229.805936068776,230.91683959960935,146452300.0
1522281600,232.06327976950888,235.742604967026,230.92571573619423,233.8673858642578,111601600.0
